duplicates,sep,dt_iso,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,ud_celsius,ud_kmh,total_rows
175598,-,178396,178396,178396,178396,178396,178348,178396,178395,178396,178396,178396,178396,178396,178396,178396,178396,178396,0,0,178396
